num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
5853,MZ417317.1_58_44754_48215,1153,978,0.99,43,11.0,25.58,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5854,MZ417317.1_60_48891_53264,1457,979,0.95,58,30.0,51.72,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5855,MZ417317.1_61_53280_54326,348,978,0.99,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5856,MZ417317.1_65_56478_59279,933,978,0.98,32,23.0,71.88,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5857,MZ417317.1_67_60182_62557,791,978,0.98,25,25.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5858,MZ417317.1_68_62612_66529,1305,978,1.0,51,47.0,92.16,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5859,MZ417317.1_72_68317_70062,581,978,0.94,15,10.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5860,MZ417317.1_77_72722_73627,301,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5861,MZ417317.1_79_74063_75448,461,978,0.91,9,6.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5862,MZ417317.1_80_75565_76560,331,979,1.0,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5863,MZ417317.1_82_77464_79149,561,978,0.94,14,7.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5864,MZ417317.1_85_79974_80930,318,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5865,MZ417317.1_90_83217_84887,556,978,0.97,13,9.0,69.23,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5866,MZ417317.1_98_88218_89792,524,978,0.97,12,8.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5867,MZ417317.1_102_93230_94348,372,564,0.98,4,1.0,25.0,YP_009507926.1,110,Fimoviridae,Fimoviridae,Fimoviridae,Emaravirus,putative glycoprotein p2,Glycoprotein,Rosa sp.,ssRNA(-)
5868,MZ417317.1_116_100013_102286,757,978,0.98,23,8.0,34.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5869,MZ417317.1_123_104244_105245,333,978,0.93,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5870,MZ417317.1_127_106052_109879,1275,978,0.96,49,25.0,51.02,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5871,MZ417317.1_137_113542_115251,569,978,0.96,14,8.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5872,MZ417317.1_185_134575_135873,432,979,0.9,7,4.0,57.14,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5873,MZ417317.1_205_143568_145088,506,374,1.0,11,6.0,54.55,YP_010088065.1,181,Fimoviridae,Fimoviridae,Fimoviridae,Emaravirus,RNA-dependent RNA polymerase,Replication-Transcription,Rosa sp.,ssRNA(-)
5874,MZ417344.1_1_2_3226,1075,978,0.95,39,29.0,74.36,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5875,MZ417344.1_3_3895_7761,1288,978,0.95,50,16.0,32.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5876,MZ417344.1_4_7774_8820,348,978,0.96,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5877,MZ417344.1_8_10931_13762,943,978,0.97,33,21.0,63.64,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5878,MZ417344.1_10_14618_17041,807,978,0.94,26,19.0,73.08,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5879,MZ417344.1_11_17104_20973,1289,978,0.99,50,46.0,92.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5880,MZ417344.1_19_24700_26463,587,978,0.96,15,11.0,73.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5881,MZ417344.1_26_30379_31788,469,978,0.99,9,7.0,77.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5882,MZ417344.1_27_31894_32871,325,979,1.0,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5883,MZ417344.1_29_33799_35511,570,978,0.97,14,9.0,64.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5884,MZ417344.1_32_36331_37293,320,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5885,MZ417344.1_36_38802_40613,603,978,0.95,16,11.0,68.75,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5886,MZ417344.1_45_47456_48568,370,10,0.94,4,2.0,50.0,BAG82822.1,32162,Picornaviridae,Picornaviridae,Picornaviridae-Retroviridae,Enterovirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(+)
5887,MZ417344.1_58_53924_56020,698,978,0.94,20,9.0,45.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5888,MZ417344.1_67_58850_60844,664,978,0.99,19,18.0,94.74,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5889,MZ417344.1_97_71382_72413,343,571,0.9,3,3.0,100.0,YP_009551696.1,104,Mesoniviridae,Mesoniviridae,Mesoniviridae-Coronaviridae,Alphamesonivirus,ORF2,Polyprotein,Culex quinquefasciatus,ssRNA(+)
5890,MZ417344.1_130_86745_87881,378,978,0.98,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5891,MZ417344.1_174_106458_107708,416,979,0.94,6,5.0,83.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5892,MZ417344.1_183_112054_113289,411,978,0.98,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5893,MZ417344.1_184_113364_114518,384,365,0.97,5,2.0,40.0,QWT72249.1,189,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,capsid,Structural-Envelope,Sus scrofa,ssRNA(+)
5894,MZ417344.1_186_115180_118392,1070,978,0.94,39,13.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5895,MZ417344.1_191_120247_121929,560,979,0.9,13,3.0,23.08,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5896,MZ417344.1_192_121947_123299,450,143,0.99,8,6.0,75.0,QLA47022.1,735,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae-Hantaviridae,Orthobunyavirus,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-)
5897,MZ417344.1_197_125069_126157,362,978,0.99,4,2.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5898,MZ417344.1_199_126813_128747,644,979,0.98,18,9.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5899,MZ417344.1_201_129115_130134,339,978,0.88,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5900,MZ417344.1_203_130622_132061,479,978,0.97,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5901,MZ417344.1_204_132054_133676,540,735,0.99,12,3.0,25.0,QJI53756.1,62,Parvoviridae,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Bidensovirus,structural protein,Structural-Envelope,Motacilla cinerea,ssDNA(+/-)
5902,MZ417344.1_205_133693_135447,584,978,0.95,15,12.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5903,MZ417344.1_206_135547_136899,450,978,1.0,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5904,MZ417344.1_208_137260_138990,576,978,0.98,14,12.0,85.71,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5905,MZ334498.1_5_2833_4524,563,979,0.94,14,4.0,28.57,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5906,MZ334498.1_6_4539_5978,479,979,0.98,9,9.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5907,MZ334498.1_11_8040_8996,318,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5908,MZ334498.1_14_9826_12942,1038,979,0.99,37,25.0,67.57,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5909,MZ334498.1_17_13720_15012,430,979,0.98,7,3.0,42.86,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5910,MZ334498.1_21_16423_18240,605,978,0.99,16,6.0,37.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5911,MZ334498.1_23_18801_20234,477,978,0.99,9,8.0,88.89,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5912,MZ334498.1_27_21423_22658,411,978,1.0,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5913,MZ334498.1_29_23317_24723,468,978,0.86,9,2.0,22.22,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5914,MZ334498.1_30_24741_25943,400,978,0.94,5,4.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5915,MZ334498.1_35_28152_30572,806,978,0.96,26,13.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5916,MZ334498.1_36_30639_33566,975,979,0.94,34,13.0,38.24,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5917,MZ334498.1_38_34295_35491,398,978,0.93,5,3.0,60.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5918,MZ334498.1_41_36230_37594,454,978,0.92,8,3.0,37.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5919,MZ334498.1_50_40625_43189,854,979,0.9,28,13.0,46.43,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5920,MZ334498.1_52_43962_44876,304,979,0.95,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5921,MZ334498.1_58_45680_46696,338,979,0.91,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5922,MZ334498.1_66_48693_49874,393,978,0.94,5,2.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5923,MZ334498.1_67_49871_51106,411,979,0.95,6,4.0,66.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5924,MZ334498.1_68_51232_52716,494,979,0.97,10,5.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5925,MZ334498.1_70_53096_54193,365,979,1.0,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5926,MZ334498.1_93_63598_65403,601,858,0.98,16,3.0,18.75,QRX38982.1,43,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae-Caulimoviridae,Cytorhabdovirus,RNA-dependent RNA polymerase,Replication-Transcription,Triticum aestivum,ssRNA(-)
5927,MZ334502.1_6_2982_4673,563,978,0.87,14,8.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5928,MZ334502.1_7_4688_6127,479,979,0.98,9,9.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5929,MZ334502.1_12_8193_9149,318,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5930,MZ334502.1_15_9979_13095,1038,979,0.97,37,26.0,70.27,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5931,MZ334502.1_18_13873_15165,430,979,0.89,7,3.0,42.86,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5932,MZ334502.1_22_16576_18393,605,979,0.94,16,11.0,68.75,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5933,MZ334502.1_24_18921_20363,480,979,0.92,9,3.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5934,MZ334502.1_28_21558_22793,411,979,1.0,6,6.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5935,MZ334502.1_30_23452_25143,563,979,1.0,14,14.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5936,MZ334502.1_31_25194_26216,340,979,0.99,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5937,MZ334502.1_36_28404_30824,806,979,0.93,26,13.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5938,MZ334502.1_39_32414_36280,1288,979,0.95,50,39.0,78.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5939,MZ334502.1_41_37022_38215,397,259,0.99,5,2.0,40.0,ATZ69454.1,575,Caulimoviridae,Caulimoviridae,Caulimoviridae,Badnavirus,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT
5940,MZ334502.1_43_38777_40138,453,978,0.96,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5941,MZ334502.1_50_42702_45266,854,978,0.92,28,14.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5942,MZ334502.1_52_46039_46953,304,979,0.81,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5943,MZ334502.1_56_47449_48465,338,979,0.87,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5944,MZ334502.1_63_50307_51488,393,978,0.87,5,2.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5945,MZ334502.1_64_51485_52720,411,979,0.91,6,3.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5946,MZ334502.1_65_52846_54327,493,979,0.97,10,5.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5947,MZ334502.1_67_54688_55635,315,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5948,MZ334502.1_88_64185_65981,598,676,0.97,15,3.0,20.0,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
5949,MZ334508.1_6_2982_4673,563,978,0.87,14,8.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5950,MZ334508.1_7_4688_6127,479,979,0.98,9,9.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5951,MZ334508.1_12_8193_9149,318,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5952,MZ334508.1_15_9979_13095,1038,979,0.97,37,26.0,70.27,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5953,MZ334508.1_18_13873_15165,430,979,0.89,7,3.0,42.86,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5954,MZ334508.1_22_16576_18393,605,979,0.94,16,10.0,62.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5955,MZ334508.1_24_18921_20363,480,979,0.92,9,3.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5956,MZ334508.1_28_21558_22793,411,979,1.0,6,6.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5957,MZ334508.1_30_23452_25143,563,979,1.0,14,14.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5958,MZ334508.1_31_25194_26216,340,979,0.99,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5959,MZ334508.1_36_28404_30824,806,979,0.91,26,11.0,42.31,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5960,MZ334508.1_37_30876_31916,346,979,0.94,3,1.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5961,MZ334508.1_38_31918_35784,1288,979,0.95,50,36.0,72.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5962,MZ334508.1_40_36526_37719,397,259,0.99,5,2.0,40.0,ATZ69454.1,575,Caulimoviridae,Caulimoviridae,Caulimoviridae,Badnavirus,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT
5963,MZ334508.1_42_38281_39642,453,978,0.96,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5964,MZ334508.1_49_42206_44770,854,978,0.92,28,14.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5965,MZ334508.1_51_45543_46457,304,979,0.81,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5966,MZ334508.1_55_46953_47969,338,979,0.87,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5967,MZ334508.1_62_49811_50992,393,978,0.87,5,2.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5968,MZ334508.1_63_50989_52224,411,979,0.91,6,3.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5969,MZ334508.1_64_52350_53831,493,979,0.97,10,5.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5970,MZ334508.1_66_54192_55139,315,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5971,MZ334508.1_86_63689_65485,598,676,0.97,15,3.0,20.0,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
5972,MZ334527.1_8_2068_3675,535,979,0.92,12,5.0,41.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5973,MZ334527.1_12_5094_7379,761,978,0.91,24,11.0,45.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
